count_id,trip_id,stop_id,timestamp,boarding_count,alighting_count
PC0001308,T0000482,S0009,2025-01-01 08:10:00,4,6
PC0001309,T0001598,S0001,2025-01-01 08:10:00,41,17
PC0001310,T0001053,S0034,2025-01-01 08:10:00,45,17
PC0001311,T0000961,S0041,2025-01-01 08:10:00,29,20
PC0001312,T0001667,S0055,2025-01-01 08:10:00,8,15
PC0001313,T0001638,S0091,2025-01-01 08:10:00,18,10
PC0001314,T0001920,S0083,2025-01-01 08:10:00,13,28
PC0001315,T0001846,S0039,2025-01-01 08:10:00,21,14
PC0001316,T0001719,S0061,2025-01-01 08:10:00,10,18
PC0001317,T0000129,S0057,2025-01-01 08:10:00,5,3
PC0001318,T0000242,S0088,2025-01-01 08:10:00,8,9
PC0001319,T0000475,S0067,2025-01-01 08:10:00,40,30
PC0001320,T0001861,S0030,2025-01-01 08:10:00,17,15
PC0001321,T0000261,S0064,2025-01-01 08:10:00,43,28
PC0001322,T0000315,S0094,2025-01-01 08:10:00,40,21
PC0001323,T0000120,S0099,2025-01-01 08:10:00,3,17
PC0001324,T0001407,S0038,2025-01-01 08:10:00,46,19
PC0001325,T0000546,S0064,2025-01-01 08:10:00,20,1
PC0001326,T0000376,S0021,2025-01-01 08:10:00,45,6
PC0001327,T0000096,S0050,2025-01-01 08:10:00,30,24
PC0001328,T0001057,S0040,2025-01-01 08:10:00,26,6
PC0001329,T0001819,S0016,2025-01-01 08:10:00,25,7
PC0001330,T0000687,S0002,2025-01-01 08:10:00,28,28
PC0001331,T0001523,S0013,2025-01-01 08:10:00,21,26
PC0001332,T0000774,S0005,2025-01-01 08:10:00,0,22
PC0001333,T0001944,S0054,2025-01-01 08:10:00,6,14
PC0001334,T0001269,S0005,2025-01-01 08:10:00,15,3
PC0001335,T0000531,S0078,2025-01-01 08:10:00,2,25
PC0001336,T0001999,S0092,2025-01-01 08:10:00,10,5
PC0001337,T0001955,S0050,2025-01-01 08:10:00,16,20
PC0001338,T0001497,S0092,2025-01-01 08:10:00,25,24
PC0001339,T0000660,S0014,2025-01-01 08:10:00,37,26
PC0001340,T0000904,S0085,2025-01-01 08:10:00,9,6
PC0001341,T0000115,S0085,2025-01-01 08:10:00,15,19
PC0001342,T0000426,S0022,2025-01-01 08:10:00,4,0
PC0001343,T0000083,S0065,2025-01-01 08:10:00,16,20
PC0001344,T0001305,S0047,2025-01-01 08:10:00,36,6
PC0001345,T0000554,S0071,2025-01-01 08:10:00,35,12
PC0001346,T0001656,S0022,2025-01-01 08:10:00,33,4
PC0001347,T0000482,S0093,2025-01-01 08:10:00,15,6
PC0001348,T0000629,S0010,2025-01-01 08:10:00,13,26
PC0001349,T0001364,S0038,2025-01-01 08:10:00,12,18
PC0001350,T0001561,S0046,2025-01-01 08:10:00,20,23
PC0001351,T0001612,S0095,2025-01-01 08:10:00,22,16
PC0001352,T0000857,S0018,2025-01-01 08:10:00,3,10
PC0001353,T0001987,S0004,2025-01-01 08:10:00,50,9
PC0001354,T0001873,S0100,2025-01-01 08:10:00,50,24
PC0001355,T0001127,S0007,2025-01-01 08:10:00,26,27
PC0001356,T0001806,S0058,2025-01-01 08:10:00,20,24
PC0001357,T0000810,S0044,2025-01-01 08:10:00,30,12
PC0001358,T0001787,S0086,2025-01-01 08:10:00,47,13
PC0001359,T0001680,S0036,2025-01-01 08:10:00,46,13
PC0001360,T0000652,S0015,2025-01-01 08:10:00,9,11
PC0001361,T0001861,S0073,2025-01-01 08:10:00,27,18
PC0001362,T0000917,S0049,2025-01-01 08:10:00,19,3
PC0001363,T0000731,S0053,2025-01-01 08:10:00,6,25
PC0001364,T0001381,S0057,2025-01-01 08:10:00,24,7
PC0001365,T0001360,S0080,2025-01-01 08:10:00,13,8
PC0001366,T0000890,S0052,2025-01-01 08:10:00,7,21
PC0001367,T0001301,S0073,2025-01-01 08:10:00,11,28
PC0001368,T0000264,S0018,2025-01-01 08:10:00,13,4
PC0001369,T0000232,S0014,2025-01-01 08:10:00,37,30
PC0001370,T0000674,S0097,2025-01-01 08:10:00,32,26
PC0001371,T0000522,S0031,2025-01-01 08:10:00,38,19
PC0001372,T0000920,S0076,2025-01-01 08:10:00,26,2
PC0001373,T0001594,S0055,2025-01-01 08:10:00,35,9
PC0001374,T0001148,S0088,2025-01-01 08:10:00,30,11
PC0001375,T0001946,S0018,2025-01-01 08:10:00,38,27
PC0001376,T0000774,S0024,2025-01-01 08:10:00,25,0
PC0001377,T0001810,S0053,2025-01-01 08:10:00,5,10
PC0001378,T0001282,S0075,2025-01-01 08:10:00,18,28
PC0001379,T0001852,S0016,2025-01-01 08:10:00,27,25
PC0001380,T0001605,S0074,2025-01-01 08:10:00,23,27
PC0001381,T0001720,S0081,2025-01-01 08:10:00,6,12
PC0001382,T0001106,S0074,2025-01-01 08:10:00,0,30
PC0001383,T0001503,S0059,2025-01-01 08:10:00,38,16
PC0001384,T0000680,S0071,2025-01-01 08:10:00,15,18
PC0001385,T0000382,S0072,2025-01-01 08:10:00,50,20
PC0001386,T0000912,S0046,2025-01-01 08:10:00,13,11
PC0001387,T0001782,S0075,2025-01-01 08:10:00,11,12
PC0001388,T0001404,S0024,2025-01-01 08:10:00,-5,20
PC0001389,T0000256,S0024,2025-01-01 08:10:00,16,17
PC0001390,T0001912,S0056,2025-01-01 08:10:00,49,2
PC0001391,T0001982,S0086,2025-01-01 08:10:00,49,17
PC0001392,T0001553,S0091,2025-01-01 08:10:00,39,3
PC0001393,T0001400,S0066,2025-01-01 08:10:00,20,25
PC0001394,T0000464,S0058,2025-01-01 08:10:00,49,1
PC0001395,T0001484,S0030,2025-01-01 08:10:00,17,3
PC0001396,T0000323,S0083,2025-01-01 08:10:00,50,23
PC0001397,T0001479,S0096,2025-01-01 08:10:00,18,13
PC0001398,T0001226,S0098,2025-01-01 08:10:00,39,2
PC0001399,T0001727,S0089,2025-01-01 08:10:00,42,28
PC0001400,T0001910,S0080,2025-01-01 08:10:00,49,19
PC0001401,T0000391,S0009,2025-01-01 08:10:00,0,19
PC0001402,T0000692,S0082,2025-01-01 08:10:00,8,11
PC0001403,T0000543,S0071,2025-01-01 08:10:00,37,1
PC0001404,T0001484,S0058,2025-01-01 08:10:00,34,6
PC0001405,T0000278,S0051,2025-01-01 08:10:00,24,1
PC0001406,T0000885,S0059,2025-01-01 08:10:00,18,30
PC0001407,T0001962,S0076,2025-01-01 08:10:00,32,2
PC0001408,T0001542,S0052,2025-01-01 08:10:00,38,18
PC0001409,T0001465,S0038,2025-01-01 08:10:00,29,5
PC0001410,T0001886,S0073,2025-01-01 08:10:00,29,23
PC0001411,T0000861,S0097,2025-01-01 08:10:00,2,27
PC0001412,T0000107,S0090,2025-01-01 08:10:00,9,28
PC0001413,T0000676,S0040,2025-01-01 08:10:00,41,8
PC0001414,T0001862,S0081,2025-01-01 08:10:00,18,21
PC0001415,T0001042,S0077,2025-01-01 08:10:00,35,11
PC0001416,T0000543,S0072,2025-01-01 08:10:00,5,22
PC0001417,T0000806,S0043,2025-01-01 08:10:00,30,2
PC0001418,T0001419,S0033,2025-01-01 08:10:00,18,22
PC0001419,T0001123,S0088,2025-01-01 08:10:00,30,9
PC0001420,T0001972,S0059,2025-01-01 08:10:00,0,0
PC0001421,T0001401,S0081,2025-01-01 08:10:00,17,11
PC0001422,T0001681,S0090,2025-01-01 08:10:00,45,19
PC0001423,T0000253,S0019,2025-01-01 08:10:00,39,6
PC0001424,T0001562,S0018,2025-01-01 08:10:00,46,16
PC0001425,T0001378,S0090,2025-01-01 08:10:00,48,15
PC0001426,T0000910,S0020,2025-01-01 08:10:00,4,25
PC0001427,T0000820,S0076,2025-01-01 08:10:00,36,27
PC0001428,T0000340,S0036,2025-01-01 08:10:00,18,19
PC0001429,T0000926,S0039,2025-01-01 08:10:00,27,30
PC0001430,T0001877,S0053,2025-01-01 08:10:00,6,12
PC0001431,T0001628,S0002,2025-01-01 08:10:00,49,12
PC0001432,T0000624,S0062,2025-01-01 08:10:00,7,27
PC0001433,T0001914,S0034,2025-01-01 08:10:00,10,26
PC0001434,T0000899,S0065,2025-01-01 08:10:00,48,18
PC0001435,T0000955,S0084,2025-01-01 08:10:00,1,4
PC0001436,T0000667,S0058,2025-01-01 08:10:00,45,7
PC0001437,T0000418,S0027,2025-01-01 08:10:00,14,5
PC0001438,T0001804,S0005,2025-01-01 08:10:00,44,22
PC0001439,T0000334,S0097,2025-01-01 08:10:00,6,4
PC0001440,T0001298,S0086,2025-01-01 08:10:00,37,3
PC0001441,T0001617,S0015,2025-01-01 08:10:00,3,8
PC0001442,T0001788,S0033,2025-01-01 08:10:00,18,25
PC0001443,T0000945,S0061,2025-01-01 08:10:00,31,26
PC0001444,T0000637,S0005,2025-01-01 08:10:00,42,5
PC0001445,T0001972,S0052,2025-01-01 08:10:00,33,5
PC0001446,T0001703,S0007,2025-01-01 08:10:00,18,27
PC0001447,T0001903,S0076,2025-01-01 08:10:00,38,7
PC0001448,T0001581,S0041,2025-01-01 08:10:00,35,4
PC0001449,T0000272,S0060,2025-01-01 08:10:00,10,23
PC0001450,T0000465,S0069,2025-01-01 08:10:00,25,25
PC0001451,T0001556,S0086,2025-01-01 08:10:00,41,2
PC0001452,T0000770,S0088,2025-01-01 08:10:00,24,28
PC0001453,T0000273,S0074,2025-01-01 08:10:00,48,8
PC0001454,T0001130,S0100,2025-01-01 08:10:00,2,6
PC0001455,T0001119,S0026,2025-01-01 08:10:00,5,4
PC0001456,T0001488,S0002,2025-01-01 08:10:00,1,19
PC0001457,T0000449,S0077,2025-01-01 08:10:00,35,14
PC0001458,T0000183,S0003,2025-01-01 08:10:00,48,5
PC0001459,T0001491,S0084,2025-01-01 08:10:00,36,21
PC0001460,T0000329,S0046,2025-01-01 08:10:00,46,18
PC0001461,T0001587,S0042,2025-01-01 08:10:00,12,30
PC0001462,T0001980,S0008,2025-01-01 08:10:00,5,5
PC0001463,T0000399,S0008,2025-01-01 08:10:00,44,3
PC0001464,T0000610,S0073,2025-01-01 08:10:00,8,23
PC0001465,T0001374,S0018,2025-01-01 08:10:00,1,18
PC0001466,T0000309,S0070,2025-01-01 08:10:00,12,16
PC0001467,T0001079,S0036,2025-01-01 08:10:00,28,17
PC0001468,T0001309,S0086,2025-01-01 08:10:00,49,22
PC0001469,T0000548,S0057,2025-01-01 08:10:00,17,19
PC0001470,T0000328,S0048,2025-01-01 08:10:00,46,25
PC0001471,T0000060,S0003,2025-01-01 08:10:00,6,7
PC0001472,T0000782,S0015,2025-01-01 08:10:00,28,8
PC0001473,T0000889,S0013,2025-01-01 08:10:00,26,25
PC0001474,T0000688,S0069,2025-01-01 08:10:00,33,0
PC0001475,T0001719,S0007,2025-01-01 08:10:00,33,18
PC0001476,T0001504,S0083,2025-01-01 08:10:00,12,10
PC0001477,T0000412,S0010,2025-01-01 08:10:00,18,11
PC0001478,T0000537,S0010,2025-01-01 08:10:00,11,2
PC0001479,T0001240,S0054,2025-01-01 08:10:00,3,23
PC0001480,T0001580,S0010,2025-01-01 08:10:00,35,28
PC0001481,T0001285,S0043,2025-01-01 08:10:00,50,6
PC0001482,T0000194,S0022,2025-01-01 08:10:00,27,25
PC0001483,T0001897,S0055,2025-01-01 08:10:00,34,15
PC0001484,T0000306,S0094,2025-01-01 08:10:00,48,24
PC0001485,T0000140,S0092,2025-01-01 08:10:00,0,3
PC0001486,T0000461,S0044,2025-01-01 08:10:00,30,28
PC0001487,T0000998,S0070,2025-01-01 08:10:00,49,16
PC0001488,T0000413,S0008,2025-01-01 08:10:00,23,5
PC0001489,T0000038,S0055,2025-01-01 08:10:00,23,12
PC0001490,T0001312,S0032,2025-01-01 08:10:00,37,9
PC0001491,T0001509,S0001,2025-01-01 08:10:00,41,18
PC0001492,T0001388,S0099,2025-01-01 08:10:00,22,11
PC0001493,T0000476,S0016,2025-01-01 08:10:00,24,15
PC0001494,T0000950,S0047,2025-01-01 08:10:00,33,8
PC0001495,T0000508,S0063,2025-01-01 08:10:00,50,9
PC0001496,T0000352,S0066,2025-01-01 08:10:00,44,15
PC0001497,T0001159,S0031,2025-01-01 08:10:00,34,30
PC0001498,T0001451,S0023,2025-01-01 08:10:00,30,2
PC0001499,T0000217,S0054,2025-01-01 08:10:00,22,9
PC0001500,T0000472,S0047,2025-01-01 08:10:00,12,28
PC0001501,T0000737,S0050,2025-01-01 08:10:00,14,16
PC0001502,T0000988,S0012,2025-01-01 08:10:00,7,17
PC0001503,T0000978,S0010,2025-01-01 08:10:00,40,8
PC0001504,T0001590,S0094,2025-01-01 08:10:00,26,0
PC0001505,T0001790,S0026,2025-01-01 08:10:00,20,5
PC0001506,T0001836,S0057,2025-01-01 08:10:00,28,29
PC0001507,T0001619,S0073,2025-01-01 08:10:00,1,23
PC0001508,T0000632,S0028,2025-01-01 08:10:00,50,5
PC0001509,T0001695,S0009,2025-01-01 08:10:00,47,18
PC0001510,T0001764,S0094,2025-01-01 08:10:00,28,20
PC0001511,T0000469,S0077,2025-01-01 08:10:00,34,23
PC0001512,T0001430,S0029,2025-01-01 08:10:00,25,23
PC0001513,T0001058,S0094,2025-01-01 08:10:00,15,7
PC0001514,T0001918,S0097,2025-01-01 08:10:00,2,9
PC0001515,T0000226,S0013,2025-01-01 08:10:00,41,13
PC0001516,T0000661,S0074,2025-01-01 08:10:00,20,11
PC0001517,T0001726,S0051,2025-01-01 08:10:00,45,2
PC0001518,T0001325,S0016,2025-01-01 08:10:00,43,15
PC0001519,T0001771,S0095,2025-01-01 08:10:00,44,2
PC0001520,T0000191,S0071,2025-01-01 08:10:00,0,0
PC0001521,T0001995,S0079,2025-01-01 08:10:00,35,2
PC0001522,T0001168,S0022,2025-01-01 08:10:00,49,25
PC0001523,T0001991,S0059,2025-01-01 08:10:00,48,30
PC0001524,T0001811,S0048,2025-01-01 08:10:00,50,3
PC0001525,T0000369,S0036,2025-01-01 08:10:00,35,20
PC0001526,T0001238,S0004,2025-01-01 08:10:00,8,9
PC0001527,T0000447,S0003,2025-01-01 08:10:00,46,5
PC0001528,T0001934,S0011,2025-01-01 08:10:00,37,17
PC0001529,T0001336,S0041,2025-01-01 08:10:00,17,5
PC0001530,T0000509,S0080,2025-01-01 08:10:00,46,0
PC0001531,T0000952,S0056,2025-01-01 08:10:00,27,30
PC0001532,T0000673,S0079,2025-01-01 08:10:00,1,14
PC0001533,T0000384,S0098,2025-01-01 08:10:00,32,5
PC0001534,T0001538,S0056,2025-01-01 08:10:00,50,9
PC0001535,T0000072,S0062,2025-01-01 08:10:00,39,13
PC0001536,T0001366,S0092,2025-01-01 08:10:00,9,11
PC0001537,T0001190,S0062,2025-01-01 08:10:00,18,13
PC0001538,T0001815,S0043,2025-01-01 08:10:00,20,12
PC0001539,T0001868,S0058,2025-01-01 08:10:00,38,25
PC0001540,T0001607,S0088,2025-01-01 08:10:00,11,28
PC0001541,T0001734,S0063,2025-01-01 08:10:00,9,10
PC0001542,T0001188,S0090,2025-01-01 08:10:00,-5,21
PC0001543,T0001709,S0076,2025-01-01 08:10:00,25,7
PC0001544,T0000324,S0011,2025-01-01 08:10:00,23,21
PC0001545,T0001038,S0073,2025-01-01 08:10:00,41,29
PC0001546,T0000764,S0087,2025-01-01 08:10:00,40,21
PC0001547,T0000906,S0066,2025-01-01 08:10:00,25,7
PC0001548,T0001345,S0060,2025-01-01 08:10:00,4,2
PC0001549,T0001854,S0049,2025-01-01 08:10:00,6,6
PC0001550,T0000255,S0080,2025-01-01 08:10:00,36,21
PC0001551,T0000902,S0036,2025-01-01 08:10:00,24,14
PC0001552,T0001678,S0051,2025-01-01 08:10:00,20,25
PC0001553,T0000265,S0080,2025-01-01 08:10:00,48,21
PC0001554,T0001699,S0037,2025-01-01 08:10:00,0,2
PC0001555,T0001966,S0030,2025-01-01 08:10:00,44,6
PC0001556,T0000230,S0014,2025-01-01 08:10:00,28,6
PC0001557,T0001981,S0018,2025-01-01 08:10:00,43,26
PC0001558,T0001592,S0023,2025-01-01 08:10:00,3,26
PC0001559,T0000042,S0075,2025-01-01 08:10:00,22,18
PC0001560,T0000060,S0062,2025-01-01 08:10:00,32,22
PC0001561,T0000625,S0086,2025-01-01 08:10:00,47,9
PC0001562,T0001033,S0019,2025-01-01 08:10:00,37,6
PC0001563,T0000893,S0077,2025-01-01 08:10:00,41,4
PC0001564,T0001599,S0008,2025-01-01 08:10:00,18,4
PC0001565,T0001301,S0074,2025-01-01 08:10:00,26,4
PC0001566,T0000957,S0045,2025-01-01 08:10:00,34,30
PC0001567,T0000576,S0017,2025-01-01 08:10:00,39,16
PC0001568,T0000042,S0023,2025-01-01 08:10:00,45,21
PC0001569,T0000448,S0007,2025-01-01 08:10:00,1,26
PC0001570,T0001860,S0055,2025-01-01 08:10:00,39,16
PC0001571,T0001033,S0023,2025-01-01 08:10:00,0,11
PC0001572,T0000551,S0014,2025-01-01 08:10:00,1,13
PC0001573,T0000978,S0080,2025-01-01 08:10:00,10,0
PC0001574,T0000474,S0013,2025-01-01 08:10:00,41,19
PC0001575,T0001554,S0074,2025-01-01 08:10:00,1,30
PC0001576,T0001742,S0019,2025-01-01 08:10:00,14,1
PC0001577,T0001291,S0085,2025-01-01 08:10:00,1,17
PC0001578,T0001310,S0071,2025-01-01 08:10:00,10,10
PC0001579,T0001798,S0011,2025-01-01 08:10:00,17,19
PC0001580,T0000889,S0080,2025-01-01 08:10:00,29,10
PC0001581,T0001902,S0009,2025-01-01 08:10:00,47,5
PC0001582,T0000396,S0034,2025-01-01 08:10:00,18,11
PC0001583,T0001375,S0064,2025-01-01 08:10:00,-5,29
PC0001584,T0001062,S0015,2025-01-01 08:10:00,5,4
PC0001585,T0000087,S0041,2025-01-01 08:10:00,15,17
PC0001586,T0001365,S0028,2025-01-01 08:10:00,9,25
PC0001587,T0000341,S0010,2025-01-01 08:10:00,17,16
PC0001588,T0001787,S0057,2025-01-01 08:10:00,6,8
PC0001589,T0001896,S0088,2025-01-01 08:10:00,30,6
PC0001590,T0000515,S0063,2025-01-01 08:10:00,7,4
PC0001591,T0001210,S0047,2025-01-01 08:10:00,26,20
PC0001592,T0000829,S0027,2025-01-01 08:10:00,23,25
PC0001593,T0001444,S0051,2025-01-01 08:10:00,35,18
PC0001594,T0001628,S0059,2025-01-01 08:10:00,31,4
PC0001595,T0001656,S0081,2025-01-01 08:10:00,2,7
PC0001596,T0000935,S0044,2025-01-01 08:10:00,19,24
PC0001597,T0001348,S0027,2025-01-01 08:10:00,22,18
PC0001598,T0000807,S0030,2025-01-01 08:10:00,18,14
PC0001599,T0000830,S0034,2025-01-01 08:10:00,22,30
PC0001600,T0000071,S0070,2025-01-01 08:10:00,48,4
PC0001601,T0001871,S0023,2025-01-01 08:10:00,46,9
PC0001602,T0000573,S0083,2025-01-01 08:10:00,18,9
PC0001603,T0000369,S0057,2025-01-01 08:10:00,41,7
PC0001604,T0000571,S0050,2025-01-01 08:10:00,6,25
PC0001605,T0001037,S0018,2025-01-01 08:10:00,40,16
PC0001606,T0000931,S0026,2025-01-01 08:10:00,20,5
PC0001607,T0000116,S0070,2025-01-01 08:10:00,44,16
PC0001608,T0000340,S0063,2025-01-01 08:10:00,19,25
PC0001609,T0001550,S0020,2025-01-01 08:10:00,41,19
PC0001610,T0000261,S0052,2025-01-01 08:10:00,11,13
PC0001611,T0001548,S0073,2025-01-01 08:10:00,39,18
PC0001612,T0000753,S0028,2025-01-01 08:10:00,0,13
PC0001613,T0001870,S0014,2025-01-01 08:10:00,20,27
PC0001614,T0000686,S0020,2025-01-01 08:10:00,30,7
PC0001615,T0001300,S0080,2025-01-01 08:10:00,15,8
PC0001616,T0001656,S0021,2025-01-01 08:10:00,18,22
PC0001617,T0000189,S0052,2025-01-01 08:10:00,-5,13
PC0001618,T0001952,S0051,2025-01-01 08:10:00,8,25
PC0001619,T0001036,S0063,2025-01-01 08:10:00,23,28
PC0001620,T0001238,S0036,2025-01-01 08:10:00,20,2
PC0001621,T0001750,S0025,2025-01-01 08:10:00,31,2
PC0001622,T0000708,S0050,2025-01-01 08:10:00,13,30
PC0001623,T0001706,S0008,2025-01-01 08:10:00,41,21
PC0001624,T0000528,S0020,2025-01-01 08:10:00,33,21
PC0001625,T0000472,S0081,2025-01-01 08:10:00,32,5
PC0001626,T0000840,S0066,2025-01-01 08:10:00,20,15
PC0001627,T0001759,S0005,2025-01-01 08:10:00,10,25
PC0001628,T0001181,S0090,2025-01-01 08:10:00,33,25
PC0001629,T0000942,S0093,2025-01-01 08:10:00,46,28
PC0001630,T0001087,S0097,2025-01-01 08:10:00,5,28
PC0001631,T0001272,S0049,2025-01-01 08:10:00,8,18
PC0001632,T0000663,S0016,2025-01-01 08:10:00,46,26
PC0001633,T0001502,S0098,2025-01-01 08:10:00,12,1
PC0001634,T0001765,S0033,2025-01-01 08:10:00,36,16
PC0001635,T0000663,S0081,2025-01-01 08:10:00,1,10
PC0001636,T0001381,S0057,2025-01-01 08:10:00,11,2
PC0001637,T0001080,S0023,2025-01-01 08:10:00,41,10
PC0001638,T0001687,S0006,2025-01-01 08:10:00,18,13
PC0001639,T0000086,S0064,2025-01-01 08:10:00,42,11
PC0001640,T0000732,S0007,2025-01-01 08:10:00,49,18
PC0001641,T0000802,S0022,2025-01-01 08:10:00,35,16
PC0001642,T0000453,S0070,2025-01-01 08:10:00,41,5
PC0001643,T0000936,S0054,2025-01-01 08:10:00,500,11
PC0001644,T0001854,S0082,2025-01-01 08:10:00,500,19
PC0001645,T0000689,S0066,2025-01-01 08:10:00,0,25
PC0001646,T0001538,S0035,2025-01-01 08:10:00,41,22
PC0001647,T0000311,S0059,2025-01-01 08:10:00,22,19
PC0001648,T0001546,S0081,2025-01-01 08:10:00,7,28
PC0001649,T0001308,S0057,2025-01-01 08:10:00,17,14
PC0001650,T0000359,S0080,2025-01-01 08:10:00,24,21
PC0001651,T0001773,S0073,2025-01-01 08:10:00,42,4
PC0001652,T0000560,S0040,2025-01-01 08:10:00,12,2
PC0001653,T0000102,S0009,2025-01-01 08:10:00,40,11
PC0001654,T0000330,S0077,2025-01-01 08:10:00,11,19
PC0001655,T0000599,S0068,2025-01-01 08:10:00,48,10
PC0001656,T0001127,S0094,2025-01-01 08:10:00,5,1
PC0001657,T0001747,S0024,2025-01-01 08:10:00,21,12
PC0001658,T0001099,S0051,2025-01-01 08:10:00,500,3
PC0001659,T0000184,S0046,2025-01-01 08:10:00,29,15
PC0001660,T0000575,S0086,2025-01-01 08:10:00,28,4
PC0001661,T0000050,S0090,2025-01-01 08:10:00,45,12
PC0001662,T0001345,S0032,2025-01-01 08:10:00,42,11
PC0001663,T0000401,S0078,2025-01-01 08:10:00,3,29
PC0001664,T0000055,S0072,2025-01-01 08:10:00,46,28
PC0001665,T0001122,S0084,2025-01-01 08:10:00,7,3
PC0001666,T0000907,S0013,2025-01-01 08:10:00,16,16
PC0001667,T0000507,S0021,2025-01-01 08:10:00,4,18
PC0001668,T0000285,S0010,2025-01-01 08:10:00,24,0
PC0001669,T0001902,S0046,2025-01-01 08:10:00,2,23
PC0001670,T0001014,S0001,2025-01-01 08:10:00,17,11
PC0001671,T0000858,S0094,2025-01-01 08:10:00,24,11
PC0001672,T0001210,S0035,2025-01-01 08:10:00,36,14
PC0001673,T0000717,S0040,2025-01-01 08:10:00,47,14
PC0001674,T0001859,S0036,2025-01-01 08:10:00,34,29
PC0001675,T0000474,S0066,2025-01-01 08:10:00,8,16
PC0001676,T0001121,S0048,2025-01-01 08:10:00,40,13
PC0001677,T0001975,S0072,2025-01-01 08:10:00,43,2
PC0001678,T0001547,S0008,2025-01-01 08:10:00,34,23
PC0001679,T0001619,S0048,2025-01-01 08:10:00,21,26
PC0001680,T0001572,S0084,2025-01-01 08:10:00,38,18
PC0001681,T0001090,S0063,2025-01-01 08:10:00,13,26
PC0001682,T0000606,S0022,2025-01-01 08:10:00,-5,5
PC0001683,T0000980,S0087,2025-01-01 08:10:00,500,13
PC0001684,T0000045,S0098,2025-01-01 08:10:00,7,12
PC0001685,T0000349,S0023,2025-01-01 08:10:00,25,30
PC0001686,T0000475,S0040,2025-01-01 08:10:00,19,3
PC0001687,T0001429,S0034,2025-01-01 08:10:00,30,30
PC0001688,T0001658,S0100,2025-01-01 08:10:00,35,9
PC0001689,T0000011,S0091,2025-01-01 08:10:00,39,30
PC0001690,T0000887,S0042,2025-01-01 08:10:00,18,11
PC0001691,T0000842,S0091,2025-01-01 08:10:00,44,17
PC0001692,T0000174,S0023,2025-01-01 08:10:00,19,17
PC0001693,T0001429,S0088,2025-01-01 08:10:00,21,26
PC0001694,T0001154,S0016,2025-01-01 08:10:00,26,23
PC0001695,T0000333,S0063,2025-01-01 08:10:00,18,17
PC0001696,T0000992,S0099,2025-01-01 08:10:00,11,25
PC0001697,T0000143,S0071,2025-01-01 08:10:00,43,6
PC0001698,T0001389,S0045,2025-01-01 08:10:00,46,2
PC0001699,T0000809,S0096,2025-01-01 08:10:00,28,1
PC0001700,T0000426,S0046,2025-01-01 08:10:00,49,13
PC0001701,T0001728,S0073,2025-01-01 08:10:00,10,25
PC0001702,T0000170,S0006,2025-01-01 08:10:00,46,20
PC0001703,T0000623,S0056,2025-01-01 08:10:00,18,12
PC0001704,T0000699,S0004,2025-01-01 08:10:00,18,14
PC0001705,T0000409,S0036,2025-01-01 08:10:00,11,30
PC0001706,T0000488,S0034,2025-01-01 08:10:00,1,25
PC0001707,T0000949,S0088,2025-01-01 08:10:00,18,0
PC0001708,T0000600,S0016,2025-01-01 08:10:00,30,7
PC0001709,T0000410,S0034,2025-01-01 08:10:00,40,12
PC0001710,T0001028,S0028,2025-01-01 08:10:00,17,15
PC0001711,T0000090,S0015,2025-01-01 08:10:00,25,17
PC0001712,T0001540,S0094,2025-01-01 08:10:00,15,0
PC0001713,T0001984,S0070,2025-01-01 08:10:00,35,9
PC0001714,T0001694,S0034,2025-01-01 08:10:00,47,17
PC0001715,T0001042,S0013,2025-01-01 08:10:00,14,26
PC0001716,T0000335,S0005,2025-01-01 08:10:00,42,9
PC0001717,T0000395,S0040,2025-01-01 08:10:00,33,26
PC0001718,T0000458,S0003,2025-01-01 08:10:00,4,27
PC0001719,T0000894,S0084,2025-01-01 08:10:00,32,7
PC0001720,T0000337,S0065,2025-01-01 08:10:00,31,9
PC0001721,T0000424,S0096,2025-01-01 08:10:00,32,2
PC0001722,T0000981,S0095,2025-01-01 08:10:00,36,27
PC0001723,T0001829,S0061,2025-01-01 08:10:00,13,17
PC0001724,T0001853,S0058,2025-01-01 08:10:00,7,11
PC0001725,T0001233,S0092,2025-01-01 08:10:00,4,24
PC0001726,T0000339,S0075,2025-01-01 08:10:00,10,2
PC0001727,T0001082,S0081,2025-01-01 08:10:00,41,12
PC0001728,T0000960,S0024,2025-01-01 08:10:00,44,22
PC0001729,T0001184,S0036,2025-01-01 08:10:00,2,30
PC0001730,T0001641,S0005,2025-01-01 08:10:00,27,1
PC0001731,T0000546,S0090,2025-01-01 08:10:00,36,12
PC0001732,T0001278,S0015,2025-01-01 08:10:00,9,4
PC0001733,T0001388,S0001,2025-01-01 08:10:00,500,6
PC0001734,T0000951,S0092,2025-01-01 08:10:00,46,21
PC0001735,T0001009,S0018,2025-01-01 08:10:00,37,2
PC0001736,T0001729,S0073,2025-01-01 08:10:00,20,28
PC0001737,T0000044,S0071,2025-01-01 08:10:00,12,10
PC0001738,T0001457,S0042,2025-01-01 08:10:00,49,3
PC0001739,T0000460,S0049,2025-01-01 08:10:00,35,30
PC0001740,T0000037,S0002,2025-01-01 08:10:00,29,10
PC0001741,T0000468,S0080,2025-01-01 08:10:00,34,2
PC0001742,T0000373,S0010,2025-01-01 08:10:00,23,3
PC0001743,T0001397,S0079,2025-01-01 08:10:00,10,15
